codigo,descripcion,capitulo,grupo,categoria_codigo,categoria_descripcion,nivel,activo,linea_origen
V793,"OCUPANTE [CUALQUIERA] DE AUTOBUS LESIONADO EN ACCIDENTE NO DE TRANSITO, NO ESPECIFICADO",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V79,"OCUPANTE DE AUTOBUS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",SUBCATEGORIA,1,11272
V794,"CONDUCTOR DE AUTOBUS LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS EN ACCIDENTE DE TRANSITO",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V79,"OCUPANTE DE AUTOBUS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",SUBCATEGORIA,1,11273
V795,"PASAJERO DE AUTOBUS LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRANSITO",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V79,"OCUPANTE DE AUTOBUS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",SUBCATEGORIA,1,11274
V796,"OCUPANTE NO ESPECIFICADO DE AUTOBUS LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRANSITO",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V79,"OCUPANTE DE AUTOBUS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",SUBCATEGORIA,1,11275
V798,OCUPANTE [CUALQUIERA] DE AUTOBUS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V79,"OCUPANTE DE AUTOBUS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",SUBCATEGORIA,1,11276
V799,OCUPANTE [CUALQUIERA] DE AUTOBUS LESIONADO EN ACCIDENTE DE TRANSITO NO ESPECIFICADO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V79,"OCUPANTE DE AUTOBUS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",SUBCATEGORIA,1,11277
V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,CATEGORIA,1,11278
V800,"JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO POR CAIDA (O POR SER DESPEDIDO) DEL ANIMAL O DEL VEHICULO DE TRACCION ANIMAL, EN ACCIDENTE SIN COLISION",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11279
V801,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO POR COLISION CON PEATON O ANIMAL,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11280
V802,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO POR COLISION CON VEHICULO DE PEDAL,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11281
V803,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11282
V804,"JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA, VEHICULO DE TRANSPORTE PESADO, O AUTOBUS",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11283
V805,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR ESPECIFICADOS,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11284
V806,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11285
V807,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11286
V808,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11287
V809,"JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V80,JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11288
V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,CATEGORIA,1,11289
V810,"OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO POR COLISION CON VEHICULO DE MOTOR, EN ACCIDENTE NO DE TRANSITO",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11290
V811,"OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO POR COLISION CON VEHICULO DE MOTOR, EN ACCIDENTE DE TRANSITO",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11291
V812,"OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO POR COLISION CON, O GOLPEADO POR VAGON",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11292
V813,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO POR COLISION CON OTROS OBJETOS,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11293
V814,PERSONA LESIONADA AL SUBIR O BAJAR DEL TREN O VEHICULO DE RIELES,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11294
V815,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO POR CAIDA DENTRO DEL TREN O VEHICULO DE RIELES,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11295
V816,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO POR CAIDA DESDE EL TREN O VEHICULO DE RIELES,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11296
V817,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN DESCARRILAMIENTO SIN COLISION ANTERIOR,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11297
V818,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN OTROS ACCIDENTES FERROVIARIOS ESPECIFICADOS,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11298
V819,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE FERROVIARIO NO ESPECIFICADO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V81,OCUPANTE DE TREN O VEHICULO DE RIELES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11299
V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,CATEGORIA,1,11300
V820,"OCUPANTE DE TRANVIA LESIONADO POR COLISION CON VEHICULO DE MOTOR, EN ACCIDENTE NO DE TRANSITO",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11301
V821,"OCUPANTE DE TRANVIA LESIONADO POR COLISION CON VEHICULO DE MOTOR, EN ACCIDENTE DE TRANSITO",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11302
V822,"OCUPANTE DE TRANVIA LESIONADO POR COLISION CON, O GOLPEADO POR VAGON",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11303
V823,OCUPANTE DE TRANVIA LESIONADO POR COLISION CON OTROS OBJETOS,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11304
V824,PERSONA LESIONADA AL SUBIR O BAJAR DEL TRANVIA,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11305
V825,OCUPANTE DE TRANVIA LESIONADO POR CAIDA DENTRO DEL TRANVIA,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11306
V826,OCUPANTE DE TRANVIA LESIONADO POR CAIDA DESDE EL TRANVIA,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11307
V827,"OCUPANTE DE TRANVIA LESIONADO POR DESCARRILAMIENTO, SIN COLISION ANTERIOR",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11308
V828,"OCUPANTE DE TRANVIA LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, ESPECIFICADOS",CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11309
V829,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSITO NO ESPECIFICADO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V82,OCUPANTE DE TRANVIA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11310
V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,CATEGORIA,1,11311
V830,CONDUCTOR DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACCIDENTE DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11312
V831,PASAJERO DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACCIDENTE DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11313
V832,PERSONA QUE VIAJA FUERA DE VEHICULO INDUSTRIAL ESPECIAL LESIONADA EN ACCIDENTE DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11314
V833,OCUPANTE NO ESPECIFICADO DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACCIDENTE DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11315
V834,PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO INDUSTRIAL ESPECIAL,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11316
V835,CONDUCTOR DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11317
V836,PASAJERO DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11318
V837,PERSONA QUE VIAJA FUERA DEL VEHICULO INDUSTRIAL ESPECIAL LESIONADA EN ACCIDENTE NO DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11319
V839,OCUPANTE NO ESPECIFICADO DEL VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V83,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11320
V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,CATEGORIA,1,11321
V840,CONDUCTOR DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11322
V841,PASAJERO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11323
V842,PERSONA QUE VIAJA FUERA DEL VEHICULO AGRICOLA ESPECIAL LESIONADA EN ACCIDENTE DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11324
V843,OCUPANTE NO ESPECIFICADO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11325
V844,PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO AGRICOLA ESPECIAL,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11326
V845,CONDUCTOR DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11327
V846,PASAJERO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11328
V847,PERSONA QUE VIAJA FUERA DEL VEHICULO AGRICOLA ESPECIAL LESIONADA EN ACCIDENTE NO DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11329
V849,OCUPANTE NO ESPECIFICADO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11330
V85,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V85,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSPORTE,CATEGORIA,1,11331
V850,CONDUCTOR DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V85,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11332
V851,PASAJERO DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSITO,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD,(V01 - V99) ACCIDENTES DE TRANSPORTE,V85,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSPORTE,SUBCATEGORIA,1,11333
