codigo,descripcion,capitulo,grupo,categoria_codigo,categoria_descripcion,nivel,activo,linea_origen
C866,TRASTORNOS LINFOPROLIFERATIVOS PRIMARIO CUTANEOS DE CELULAS T CD30-POSITIVO,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C86,OTROS TIPOS ESPECIFICADOS DE LINFOMAS DE CELULAS T/NK,SUBCATEGORIA,1,1570
C88,OTROS LINFOMAS DE CELULA B [ENFERMEDAES INMUNO PROLIFERATIVAS MALIGNAS],CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C88,OTROS LINFOMAS DE CELULA B [ENFERMEDAES INMUNO PROLIFERATIVAS MALIGNAS],CATEGORIA,1,1571
C880,MACROGLOBULINEMIA DE WALDENSTRÖM,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C88,OTROS LINFOMAS DE CELULA B [ENFERMEDAES INMUNO PROLIFERATIVAS MALIGNAS],SUBCATEGORIA,1,1572
C881,ENFERMEDAD DE CADENA PESADA ALFA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C88,OTROS LINFOMAS DE CELULA B [ENFERMEDAES INMUNO PROLIFERATIVAS MALIGNAS],SUBCATEGORIA,1,1573
C882,OTRAS ENFERMEDADES DE CADENA PESADA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C88,OTROS LINFOMAS DE CELULA B [ENFERMEDAES INMUNO PROLIFERATIVAS MALIGNAS],SUBCATEGORIA,1,1574
C883,ENFERMEDAD INMUNOPROLIFERATIVA DEL INTESTINO DELGADO,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C88,OTROS LINFOMAS DE CELULA B [ENFERMEDAES INMUNO PROLIFERATIVAS MALIGNAS],SUBCATEGORIA,1,1575
C884,LINFOMA DE CELULAS B EXTRAÑODAL DE ZONA MARGINAL DE TEJIDO LINFOIDE ASOCIADO A MUCOSAS [LINFOMA TLAM],CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C88,OTROS LINFOMAS DE CELULA B [ENFERMEDAES INMUNO PROLIFERATIVAS MALIGNAS],SUBCATEGORIA,1,1576
C887,OTRAS ENFERMEDADES INMUNOPROLIFERATIVAS MALIGNAS,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C88,OTROS LINFOMAS DE CELULA B [ENFERMEDAES INMUNO PROLIFERATIVAS MALIGNAS],SUBCATEGORIA,1,1577
C889,"ENFERMEDAD INMUNOPROLIFERATIVA MALIGNA, SIN OTRA ESPECIFICACION",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C88,OTROS LINFOMAS DE CELULA B [ENFERMEDAES INMUNO PROLIFERATIVAS MALIGNAS],SUBCATEGORIA,1,1578
C90,MIELOMA MULTIPLE Y TUMORES MALIGNOS DE CELULAS PLASMATICAS,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C90,MIELOMA MULTIPLE Y TUMORES MALIGNOS DE CELULAS PLASMATICAS,CATEGORIA,1,1579
C900,MIELOMA MULTIPLE,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C90,MIELOMA MULTIPLE Y TUMORES MALIGNOS DE CELULAS PLASMATICAS,SUBCATEGORIA,1,1580
C901,LEUCEMIA DE CELULAS PLASMATICAS,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C90,MIELOMA MULTIPLE Y TUMORES MALIGNOS DE CELULAS PLASMATICAS,SUBCATEGORIA,1,1581
C902,PLASMOCITOMA EXTRAMEDULAR,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C90,MIELOMA MULTIPLE Y TUMORES MALIGNOS DE CELULAS PLASMATICAS,SUBCATEGORIA,1,1582
C903,PLASMOCITOMA SOLITARIO,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C90,MIELOMA MULTIPLE Y TUMORES MALIGNOS DE CELULAS PLASMATICAS,SUBCATEGORIA,1,1583
C91,LEUCEMIA LINFOIDE,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,CATEGORIA,1,1584
C910,LEUCEMIA LINFOBLASTICA AGUDA [LLA],CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,SUBCATEGORIA,1,1585
C911,LEUCEMIA LINFOCITICA CRONICA DE CELULA TIPO B,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,SUBCATEGORIA,1,1586
C912,LEUCEMIA LINFOCITICA SUBAGUDA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,SUBCATEGORIA,1,1587
C913,LEUCEMIA PROLINFOCITICA DE CELULA TIPO B,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,SUBCATEGORIA,1,1588
C914,LEUCEMIA DE CELULAS VELLOSAS,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,SUBCATEGORIA,1,1589
C915,LEUCEMIA/LINFOMA DE CELULAS T ADULTAS [HTLV-1-ASOCIADO],CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,SUBCATEGORIA,1,1590
C916,LEUCEMIA PROLINFOCITICA DE CELULAS TIPO T,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,SUBCATEGORIA,1,1591
C917,OTRAS LEUCEMIAS LINFOIDES,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,SUBCATEGORIA,1,1592
C918,LEUCEMIA TIPO BURKITT DE CELULAS B MADURAS,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,SUBCATEGORIA,1,1593
C919,"LEUCEMIA LINFOIDE, SIN OTRA ESPECIFICACION",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C91,LEUCEMIA LINFOIDE,SUBCATEGORIA,1,1594
C92,LEUCEMIA MIELOIDE,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,CATEGORIA,1,1595
C920,LEUCEMIA MIELOBLASTICA AGUDA [LMA],CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,SUBCATEGORIA,1,1596
C921,"LEUCEMIA MIELOIDE CRONICA [LMC], BCR/ABL-POSITIVO",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,SUBCATEGORIA,1,1597
C922,"LEUCEMIA MIELOIDE CRONICA ATIPICA, BCR/ABL-NEGATIVO",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,SUBCATEGORIA,1,1598
C923,SARCOMA MIELOIDE,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,SUBCATEGORIA,1,1599
C924,LEUCEMIA PROMIELOCITICA AGUDA [LPA],CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,SUBCATEGORIA,1,1600
C925,LEUCEMIA MIELOMONOCITICA AGUDA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,SUBCATEGORIA,1,1601
C926,LEUCEMIA MIELOIDE AGUDA CON ANORMALIDAD 11Q23,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,SUBCATEGORIA,1,1602
C927,OTRAS LEUCEMIAS MIELOIDES,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,SUBCATEGORIA,1,1603
C928,LEUCEMIA MIELOIDE AGUDA CON DISPLASIA MULTILINAJE,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,SUBCATEGORIA,1,1604
C929,"LEUCEMIA MIELOIDE, SIN OTRA ESPECIFICACION",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C92,LEUCEMIA MIELOIDE,SUBCATEGORIA,1,1605
C93,LEUCEMIA MONOCITICA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C93,LEUCEMIA MONOCITICA,CATEGORIA,1,1606
C930,LEUCEMIA MONOCITICA/MONOBLASTICA AGUDA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C93,LEUCEMIA MONOCITICA,SUBCATEGORIA,1,1607
C931,LEUCEMIA MIELOMONOCITICA CRONICA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C93,LEUCEMIA MONOCITICA,SUBCATEGORIA,1,1608
C932,LEUCEMIA MONOCITICA SUBAGUDA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C93,LEUCEMIA MONOCITICA,SUBCATEGORIA,1,1609
C933,LEUCEMIA MIELOMONOCITICA JUVENIL,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C93,LEUCEMIA MONOCITICA,SUBCATEGORIA,1,1610
C937,OTRAS LEUCEMIAS MONOCITICAS,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C93,LEUCEMIA MONOCITICA,SUBCATEGORIA,1,1611
C939,"LEUCEMIA MONOCITICA, SIN OTRA ESPECIFICACION",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C93,LEUCEMIA MONOCITICA,SUBCATEGORIA,1,1612
C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,CATEGORIA,1,1613
C940,LEUCEMIA ERITROIDE AGUDA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,SUBCATEGORIA,1,1614
C941,ERITREMIA CRONICA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,SUBCATEGORIA,1,1615
C942,LEUCEMIA MEGACARIOBLASTICA AGUDA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,SUBCATEGORIA,1,1616
C943,LEUCEMIA DE MASTOCITOS,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,SUBCATEGORIA,1,1617
C944,PANMIELOSIS AGUDA CON MIELOFIBROSIS,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,SUBCATEGORIA,1,1618
C945,MIELOFIBROSIS AGUDA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,SUBCATEGORIA,1,1619
C946,"ENFERMEDAD MIELODISPLASICA Y MIELOPROLIFERATIVA, NO CLASIFICADA EN OTRA PARTE",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,SUBCATEGORIA,1,1620
C947,OTRAS LEUCEMIAS ESPECIFICADAS,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,SUBCATEGORIA,1,1621
C95,LEUCEMIA DE CELULAS DE TIPO NO ESPECIFICADO,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C95,LEUCEMIA DE CELULAS DE TIPO NO ESPECIFICADO,CATEGORIA,1,1622
C950,"LEUCEMIA AGUDA, CELULAS DE TIPO NO ESPECIFICADO",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C95,LEUCEMIA DE CELULAS DE TIPO NO ESPECIFICADO,SUBCATEGORIA,1,1623
C951,"LEUCEMIA CRONICA, CELULAS DE TIPO NO ESPECIFICADO",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C95,LEUCEMIA DE CELULAS DE TIPO NO ESPECIFICADO,SUBCATEGORIA,1,1624
C952,"LEUCEMIA SUBAGUDA, CELULAS DE TIPO NO ESPECIFICADO",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C95,LEUCEMIA DE CELULAS DE TIPO NO ESPECIFICADO,SUBCATEGORIA,1,1625
C957,OTRAS LEUCEMIAS DE CELULAS DE TIPO NO ESPECIFICADO,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C95,LEUCEMIA DE CELULAS DE TIPO NO ESPECIFICADO,SUBCATEGORIA,1,1626
C959,"LEUCEMIA, NO ESPECIFICADA",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C95,LEUCEMIA DE CELULAS DE TIPO NO ESPECIFICADO,SUBCATEGORIA,1,1627
C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",CATEGORIA,1,1628
C960,HISTIOCITOSIS DE CELULAS DE LANGERHANS MULTIFOCAL Y MULTISISTEMICA (DISEMINADA) [ENFERMEDAD DE LETTERER-SIWE],CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",SUBCATEGORIA,1,1629
C961,HISTIOCITOSIS MALIGNA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",SUBCATEGORIA,1,1630
C962,TUMOR MALIGNO DE MASTOCITOS,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",SUBCATEGORIA,1,1631
C963,LINFOMA HISTIOCITICO VERDADERO,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",SUBCATEGORIA,1,1632
C964,SARCOMA DE CELULAS DENDRITICAS (CELULAS ACCESORIAS),CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",SUBCATEGORIA,1,1633
C965,HISTIOCITOSIS DE CELULAS DE LANGERHANS MULTIFOCAL Y UNISISTEMICA,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",SUBCATEGORIA,1,1634
C966,HISTIOCITOSIS DE CELULAS DE LANGERHANS UNIFOCAL,CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",SUBCATEGORIA,1,1635
C967,"OTROS TUMORES MALIGNOS ESPECIFICADOS DEL TEJIDO LINFATICO, HEMATOPOYETICO Y TEJIDOS AFINES",CAPITULO II: TUMORES (NEOPLASIAS),(C00 - C97) TUMORES [NEOPLASIAS] MALIGNOS,C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",SUBCATEGORIA,1,1636
